name,credit_card,email,url,phone,address,company,ssn,text,True Predictions
Jill White,"JCB 16 digit
Christian Vargas
3539468526586493 02/26
CVC: 607
",roseamanda@example.net,http://bailey.biz/,+42 2194774054,"14209 Harris Trafficway Apt. 000
Marshallberg, PR 95896",Bennett-Fox,038-22-8004,"Confirmed transaction on card JCB 16 digit
Christian Vargas
3539468526586493 02/26
CVC: 607
 for Jill White.","[(97, 107, 'name'), (30, 92, 'credit_card')]"
Joseph Reed,"VISA 16 digit
Brandon Mitchell
4724757005883501 05/35
CVC: 916
",carloswilliams@example.net,https://wong.info/,+06 2491177313,"1558 Nicholas Cliff Suite 280
New Michael, VT 50689",Fry and Sons,388-31-7787,Verify SSN 388-31-7787 at https://wong.info/.,"[(26, 44, 'url'), (11, 22, 'ssn')]"
Samantha Jones,"American Express
Benjamin Newman
346491286737824 02/27
CID: 3098
",qreid@example.net,https://jones-black.com/,+775 4079137484,"021 Maria Forges Suite 416
Starkmouth, NH 32370",Rice Group,593-21-1921,The complete report for Rice Group is available at https://jones-blackcom/.,"[(24, 34, 'company')]"
Kathy Smith,"Mastercard
Juan Johnson
2249575681292429 02/30
CVV: 914
",jwilliams@example.net,http://frazier-noble.net/,+566 1695888278,"17661 Jones Pine Apt. 940
Andersenton, DE 59191",Pope-Clark,505-76-8197,Contact Kathy Smith at jwilliams@example.net or +566 1695888278.,"[(8, 19, 'name'), (23, 44, 'email'), (48, 63, 'phone')]"
Jessica Cummings,"Discover
Todd Roberts
6011879685082936 02/27
CVC: 027
",amandawood@example.org,http://white.biz/,+566 0585990986,"178 Daniel Fords Suite 025
Krystalstad, FM 43321","Chavez, Jones and Walters",525-84-1065,"Payment made by Jessica Cummings using card Discover
Todd Roberts
6011879685082936 02/27
CVC: 027
.","[(16, 32, 'name'), (44, 98, 'credit_card')]"
Sonya Leach,"JCB 16 digit
Christopher Martin
3513184121886465 04/28
CVC: 429
",daviskatherine@example.com,http://johnson-drake.com/,+91 6546356168,"2288 Johnson Street Apt. 422
Christinabury, RI 02118","Marshall, Harvey and Smith",838-09-4109,"The address is 2288 Johnson Street Apt 422
Christinabury, RI 02118.",[]
Megan Lang,"Mastercard
Nicholas Yang
2260582719412551 12/32
CVV: 101
",youngjose@example.net,https://www.fox.org/,+21 8466746886,"081 Christopher Prairie
Kaylaport, VA 42948",Perez-Kim,113-94-0667,SSN 113-94-0667 is required.,"[(4, 15, 'ssn')]"
Ana Riddle,"JCB 16 digit
Eric Le
3563855550317770 04/32
CVC: 982
",davissteven@example.com,https://chapman-cunningham.org/,+91 7305801448,"912 Ramirez Island Suite 052
Christopherview, MH 16875",Neal Inc,040-44-9979,"Invoice for Neal Inc, sent to 912 Ramirez Island Suite 052
Christopherview, MH 16875","[(30, 84, 'address'), (12, 20, 'company')]"
Kimberly Marquez,"JCB 16 digit
Jason Newton
3507746996534947 10/32
CVC: 857
",stephanieford@example.org,https://www.schmidt.com/,+91 2269989215,"6069 Long Flats
New Lisa, CO 45202",Howard-Mcdonald,733-79-6452,Reach out to Kimberly Marquez regarding the Howard-Mcdonald audit.,"[(13, 29, 'name'), (44, 59, 'company')]"
Matthew Anderson,"JCB 15 digit
Juan Campbell
213165727192647 06/32
CVC: 576
",butlershannon@example.net,http://ramsey-hernandez.net/,+91 2395489483,"598 Tyler Burg
Port Benjaminview, FM 14456","Khan, Flores and Ross",127-37-1273,My email is butlershannon@example.net and phone is +91 2395489483.,"[(12, 37, 'email'), (51, 65, 'phone')]"
Jeffrey Gardner,"JCB 15 digit
Nicole Howard
213177645466276 01/33
CVC: 328
",martinlinda@example.org,http://jimenez.com/,+62 7527646986,"USNS Dougherty
FPO AA 29917",Nunez Inc,703-13-4379,"Confirmed transaction on card JCB 15 digit
Nicole Howard
213177645466276 01/33
CVC: 328
 for Jeffrey Gardner","[(93, 108, 'name'), (30, 88, 'credit_card')]"
Steven Mendoza,"Diners Club / Carte Blanche
Gerald Walker
30560089766833 11/35
CVC: 572
",williamspatricia@example.com,http://www.sparks.com/,+79 9518587458,"256 Johnson Ports
Caitlinshire, WI 75306",Rodgers-Gardner,807-07-1013,Verify SSN 807-07-1013 at http://wwwsparks.com/.,"[(11, 22, 'ssn')]"
Marilyn Harper,"VISA 19 digit
Barbara Mcdonald
4717484382931375077 06/34
CVC: 576
",johnathanbell@example.org,http://www.mcclure-novak.com/,+263 3618974656,"05643 Brett Rapids
South Anna, WY 58693",Martin-Ferguson,048-65-9243,The complete report for Martin-Ferguson is available at http://www.mcclure-novak.com/.,"[(56, 85, 'url'), (24, 39, 'company')]"
Annette Watson,"JCB 15 digit
Jennifer Hampton
213143035925578 05/26
CVC: 160
",mccartyjessica@example.com,https://miranda.com/,+005 8761304247,"5366 Eduardo Junctions
West Lisa, AL 17450","Potter, Smith and Walton",299-96-2845,Contact Annette Watson at mccartyjessica@example.com or +005 8761304247.,"[(8, 22, 'name'), (26, 52, 'email'), (56, 71, 'phone')]"
Elizabeth Wade,"Discover
Tamara Anderson
6011077354798680 06/29
CVC: 207
",jdavis@example.com,https://rodriguez.com/,+91 1091210635,"35841 Margaret Creek Apt. 579
New Tina, KY 53945","Oconnell, Jones and May",778-88-0207,"Payment made by Elizabeth Wade using card Discover
Tamara Anderson
6011077354798680 06/29
CVC: 207
","[(16, 30, 'name'), (42, 99, 'credit_card')]"
Allison Fields,"VISA 16 digit
Brian Brown
4781432816513818 05/29
CVC: 363
",nicholslauren@example.net,http://www.wolfe.com/,+62 1830386069,"535 Carlson Circle
Catherineville, NE 10582",Martinez Group,673-24-1819,"The address is 535 Carlson Circle
Catherineville, NE 10582.","[(15, 58, 'address')]"
Nathan Baker,"Diners Club / Carte Blanche
Christopher Francis
30258023293861 05/31
CVC: 404
",ttaylor@example.net,https://johnson.org/,+63 0154021923,"7675 Ashley Harbors
Lake Kimberlyton, MN 04378",Ibarra-Wagner,217-12-9025,SSN 217-12-9025 is required.,"[(4, 15, 'ssn')]"
Kathy Roberson,"Mastercard
Dean Gordon
5282107248046550 02/34
CVV: 663
",adamsadam@example.org,http://www.hawkins.biz/,+26 4892531909,"995 Ann Bridge Suite 313
North Ronnie, IA 21629",Gardner Ltd,001-41-6430,"Invoice for Gardner Ltd, sent to 995 Ann Bridge Suite 313
North Ronnie, IA 21629.","[(33, 80, 'address'), (12, 23, 'company')]"
Sheila Torres,"JCB 16 digit
Kimberly Garner
3562740380542162 07/26
CVC: 557
",karen89@example.com,https://barker.com/,+91 2504341547,"086 Marilyn Ports Suite 808
Matthewsberg, WY 74987","Moon, Hendrix and Gonzalez",311-60-9763,"Reach out to Sheila Torres regarding the Moon, Hendrix and Gonzalez audit","[(13, 26, 'name'), (41, 67, 'company')]"
Craig Shields,"VISA 13 digit
Taylor Murphy
4805181571090 04/30
CVC: 950
",loveadam@example.org,http://www.clark.biz/,+81 0554411058,"7430 Williams Village
Johnbury, MO 50362",Wells Ltd,812-96-5885,My email is loveadam@example.org and phone is +81 0554411058.,"[(12, 32, 'email'), (46, 60, 'phone')]"
Michael Moran,"JCB 16 digit
Debra Porter
3567980977519042 09/32
CVC: 651
",alex07@example.org,https://martinez-anderson.org/,+67 3958530915,"471 White Gateway Suite 907
Meyershire, FL 76454","Valentine, Patel and Cook",107-18-5920,"Confirmed transaction on card JCB 16 digit
Debra Porter
3567980977519042 09/32
CVC: 651
 for Michael Moran","[(93, 106, 'name'), (30, 88, 'credit_card')]"
Brandi Lewis,"Discover
Grant Wolfe
6011179163109214 08/34
CVC: 577
",ashleygross@example.net,http://dickerson.biz/,+91 3212320354,"PSC 5781, Box 1647
APO AP 97513",Dalton PLC,822-77-8777,Verify SSN 822-77-8777 at http://dickerson.biz/.,"[(26, 47, 'url'), (11, 22, 'ssn')]"
Courtney Williams,"VISA 13 digit
Jessica Hicks
4555489328848 11/34
CVC: 313
",andrewsshawn@example.org,http://armstrong.com/,+022 9083634268,"77790 Carter Well Suite 242
New Ann, WA 69832",Cox PLC,695-06-3830,The complete report for Cox PLC is available at http://armstrong.com/.,"[(48, 69, 'url'), (24, 31, 'company')]"
Howard Best,"Maestro
Philip Mitchell
676135998232 09/26
CVV: 945
",angelathompson@example.com,http://jones.org/,+705 5382426431,"03691 Reginald Port
East Kimberlytown, PA 30397","Stuart, Mills and Brennan",351-02-9546,Contact Howard Best at angelathompson@example.com or +705 5382426431.,"[(8, 19, 'name'), (23, 49, 'email'), (53, 68, 'phone')]"
Olivia Russell,"Discover
Brian Ryan
6539676397687116 10/31
CVC: 107
",mcdonaldjames@example.net,http://www.rich.info/,+05 1555082947,"195 Mason Stravenue
Nicolehaven, DC 61449","Mack, Fox and Dougherty",013-96-0029,"Payment made by Olivia Russell using card Discover
Brian Ryan
6539676397687116 10/31
CVC: 107
.","[(16, 30, 'name'), (42, 94, 'credit_card')]"
Christina Bates,"American Express
Jacqueline Bender
347916295137326 01/27
CID: 4394
",angelicaharris@example.org,https://willis.com/,+91 5085163878,"USNS Warren
FPO AE 66760",Cameron PLC,119-41-7822,"The address is USNS Warren
FPO AE 66760.","[(15, 39, 'address')]"
Daniel Johnson,"VISA 13 digit
Mary Sullivan
4760936450381 04/33
CVC: 479
",armstrongdustin@example.org,http://hurley-hayes.com/,+80 4774935245,"PSC 4542, Box 0769
APO AA 70613",Schmidt Inc,103-81-5805,SSN 103-81-5805 is required.,"[(4, 15, 'ssn')]"
Nicholas Hernandez,"VISA 13 digit
Diana Vaughn
4783428769092 12/34
CVC: 657
",cuevaspaige@example.org,http://johnston.com/,+91 8780388077,"3375 Brandon Flats
Angelamouth, KY 13429","Alexander, King and Phillips",872-07-5628,"Invoice for Alexander, King and Phillips, sent to 3375 Brandon Flats
Angelamouth, KY 13429.","[(50, 90, 'address'), (12, 40, 'company')]"
Rachel Morris,"JCB 16 digit
Shelly Johnson
3530086879001420 08/28
CVC: 050
",stephenstoni@example.org,https://www.daniel-taylor.com/,+91 7870302415,"USCGC Thompson
FPO AP 10287",Stewart PLC,262-69-4190,Reach out to Rachel Morris regarding the Stewart PLC audit,"[(13, 26, 'name'), (41, 52, 'company')]"
Melissa Fleming,"JCB 16 digit
Crystal Bowman
3560005169681199 03/35
CVC: 182
",bennetterin@example.org,http://cruz.com/,+91 9048206234,"USNS Castaneda
FPO AA 95825","Lee, Perez and Graham",785-74-5214,My email is bennetterin@exampleorg and phone is +91 9048206234.,"[(48, 62, 'phone')]"
Lisa Lawson,"VISA 13 digit
Emily Orr
4047779054466 10/35
CVC: 124
",ajuarez@example.com,http://parsons-carson.com/,+68 0967035895,"6636 Carey Meadow Apt. 526
Josephburgh, MP 61284","Heath, Lewis and Perez",521-32-6876,"Confirmed transaction on card VISA 13 digit
Emily Orr
4047779054466 10/35
CVC: 124
 for Lisa Lawson.","[(88, 99, 'name'), (30, 83, 'credit_card')]"
Allison Ramirez,"JCB 16 digit
Natasha Nguyen
3580970168640668 03/31
CVC: 646
",sandrastein@example.org,http://www.jimenez.info/,+08 4569271369,"3458 Terrell Junction Suite 486
Phillipmouth, MT 16953",Willis and Sons,891-19-5379,Verify SSN 891-19-5379 at http://www.jimenez.info/.,"[(26, 50, 'url'), (11, 22, 'ssn')]"
Mrs. Lauren Riley,"VISA 19 digit
Raymond Perez
4658838147122366253 05/26
CVC: 562
",wfoster@example.com,http://bauer.com/,+85 4601339635,"PSC 7965, Box 7484
APO AP 88363",Murphy-Phillips,894-89-7749,The complete report for Murphy-Phillips is available at http://bauercom/,"[(24, 39, 'company')]"
Tiffany Mcmahon,"VISA 13 digit
Susan Baldwin
4406645414801 09/26
CVC: 022
",lcarson@example.net,https://www.williams.com/,+91 0435667218,"60412 Angela Turnpike Suite 840
Christensenmouth, CT 07124","Holt, Nguyen and Brown",150-83-0544,Contact Tiffany Mcmahon at lcarson@example.net or +91 0435667218.,"[(8, 23, 'name'), (27, 46, 'email'), (50, 64, 'phone')]"
Mary Brady,"VISA 13 digit
Donna Harrell
4211705168465 02/31
CVC: 670
",ronald09@example.net,https://williams.com/,+91 1800658856,"758 Melanie Hollow Suite 298
New Karinaside, AL 79493",Peters and Sons,190-97-5824,"Payment made by Mary Brady using card VISA 13 digit
Donna Harrell
4211705168465 02/31
CVC: 670
.","[(16, 26, 'name'), (38, 95, 'credit_card')]"
Sara Anderson,"JCB 15 digit
Jerry Sanchez
213101630595709 09/35
CVC: 634
",carrlisa@example.com,http://smith-cochran.com/,+591 7927516013,"90195 Gutierrez Mill
Lake Jerryberg, NC 11798","Page, Williams and Berry",307-81-7001,"The address is 90195 Gutierrez Mill
Lake Jerryberg, NC 11798","[(15, 60, 'address')]"
Amy Callahan,"VISA 13 digit
Corey Snyder
4837002947530 07/26
CVC: 805
",breyes@example.net,http://www.johnson.net/,+262 7560636134,"74887 Greene Streets Suite 925
Victoriaburgh, AK 64485",Davis Inc,518-96-1013,SSN 518-96-1013 is required.,"[(4, 15, 'ssn')]"
James Allen,"American Express
Steven Gray
345655564128739 07/34
CID: 4121
",linda41@example.org,http://www.arnold-curry.org/,+933 3309786140,"20958 Megan Rapid
Valenciamouth, MI 69146",Cabrera Group,265-25-8670,"Invoice for Cabrera Group, sent to 20958 Megan Rapid
Valenciamouth, MI 69146","[(35, 76, 'address'), (12, 25, 'company')]"
Kathleen Hernandez,"American Express
Joseph Curtis
347022037469901 02/28
CID: 6626
",robertgraham@example.org,https://www.perez-mccarty.com/,+52 3778083904,"16635 Anderson Turnpike Suite 782
Christopherton, CA 24397",Nguyen LLC,184-72-6456,Reach out to Kathleen Hernandez regarding the Nguyen LLC audit.,"[(13, 31, 'name'), (46, 56, 'company')]"
Tara Martin,"VISA 16 digit
Melissa Scott
4259967603022054 01/30
CVC: 408
",ywise@example.net,http://smith-lowe.org/,+91 9104006265,"68320 Watkins Gateway Apt. 039
Sanchezbury, UT 74554",Martin Group,573-85-2903,My email is ywise@example.net and phone is +91 9104006265.,"[(12, 29, 'email'), (43, 57, 'phone')]"
Eric Hudson,"Mastercard
Sydney Perez
5426133502696952 01/33
CVV: 688
",lambertkenneth@example.net,https://roberson.biz/,+99 7808428822,"08525 Jennifer Lane Suite 327
New Karen, ME 73892",Dawson LLC,841-61-7941,"Confirmed transaction on card Mastercard
Sydney Perez
5426133502696952 01/33
CVV: 688
 for Eric Hudson","[(91, 102, 'name'), (30, 86, 'credit_card')]"
Maria Wall,"Mastercard
Edward Huang
2283419327958928 06/29
CVV: 668
",stantonjodi@example.com,https://haney.com/,+08 3466516858,"8284 Graham Ports
Robertshire, TN 22891",Johnson PLC,043-93-7776,Verify SSN 043-93-7776 at https://haneycom/,"[(11, 22, 'ssn')]"
